"ID"	"ENSEMBLE"	"SYMBOL"	"longname"	"location"	"ENTREZ"
7899192	"NM_001006665 "	" RPS6KA1 "	" ribosomal protein S6 kinase, 90kDa, polypeptide 1 "	" 1p "	" 6195 "
7899220	"NM_006015 "	" ARID1A "	" AT rich interactive domain 1A (SWI-like) "	" 1p35.3 "	" 8289 "
7899244	"NM_001202554 "	" PIGV "	" phosphatidylinositol glycan anchor biosynthesis, class V "	" 1p36.11 "	" 55650 "
7899251	"ENST00000477476 "	" RN7SL165P "	" RNA, 7SL, cytoplasmic 165, pseudogene "	" --- "	" ---"
7899253	"NM_032283 "	" ZDHHC18 "	" zinc finger, DHHC-type containing 18 "	" 1p36.11 "	" 84243 "
7899265	"NM_006142 "	" SFN "	" stratifin "	" 1p36.11 "	" 2810 "
7899273	"NM_006600 "	" NUDC "	" nudC nuclear distribution protein "	" 1p35-p34 "	" 10726 "
7899284	"NM_001013642 "	" TRNP1 "	" TMF1-regulated nuclear protein 1 "	" 1p36.11 "	" 388610 "
7899287	""	""	""	""	""
7899289	"NM_001276252 "	" WDTC1 "	" WD and tetratricopeptide repeats 1 "	" 1p36.11 "	" 23038 "
7899310	"NM_032125 "	" TMEM222 "	" transmembrane protein 222 "	" 1p36.11 "	" 84065 "
7899323	"NM_001193308 "	" SYTL1 "	" synaptotagmin-like 1 "	" 1p36.11 "	" 84958 "
7899343	"NM_005281 "	" GPR3 "	" G protein-coupled receptor 3 "	" 1p36.1-p35 "	" 2827 "
7899346	"NM_015933 "	" TMA7 "	" translation machinery associated 7 homolog (S. cerevisiae) "	" 3p21.31 "	" 51372 "
7899348	"ENST00000384367 "	" RNU6-424P "	" RNA, U6 small nuclear 424, pseudogene "	" --- "	" ---"
7899350	"NM_001143912 "	" FAM76A "	" family with sequence similarity 76, member A "	" 1p35.3 "	" 199870 "
7899361	"NM_177424 "	" STX12 "	" syntaxin 12 "	" 1p35.3 "	" 23673 "
7899375	"ENST00000411130 "	" RNU6-1245P "	" RNA, U6 small nuclear 1245, pseudogene "	" --- "	" ---"
7899377	"NM_002713 "	" PPP1R8 "	" protein phosphatase 1, regulatory subunit 8 "	" 1p35.3 "	" 5511 "
7899392	"NR_002997 "	" SCARNA1 "	" small Cajal body-specific RNA 1 "	" 1p35.3 "	" 677774 "
7899394	"NM_001286113 "	" THEMIS2 "	" thymocyte selection associated family member 2 "	" 1p35.3 "	" 9473 "
7899407	"NM_001009568 "	" SMPDL3B "	" sphingomyelin phosphodiesterase, acid-like 3B "	" 1p35.3 "	" 27293 "
7899417	"NM_018053 "	" XKR8 "	" XK, Kell blood group complex subunit-related family, member 8 "	" 1p35.3 "	" 55113 "
7899422	""	""	""	""	""
7899424	"NM_178191 "	" ATPIF1 "	" ATPase inhibitory factor 1 "	" 1p35.3 "	" 93974 "
7899436	"NM_031459 "	" SESN2 "	" sestrin 2 "	" 1p35.3 "	" 83667 "
7899448	"NM_001127350 "	" MED18 "	" mediator complex subunit 18 "	" 1p35.3 "	" 54797 "
7899455	"NM_001048183 "	" PHACTR4 "	" phosphatase and actin regulator 4 "	" 1p35.3 "	" 65979 "
7899462	"NM_001048194 "	" RCC1 "	" regulator of chromosome condensation 1 "	" 1p36.1 "	" 1104 "
7899480	"NR_002907 "	" SNORA73A "	" small nucleolar RNA, H/ACA box 73A "	" 1p36.1 "	" 6080 "
7899484	""	""	""	""	""
7899486	"NM_017846 "	" TRNAU1AP "	" tRNA selenocysteine 1 associated protein 1 "	" 1p35.3 "	" 54952 "
7899499	"NM_152304 "	" RAB42 "	" RAB42, member RAS oncogene family "	" 1p35.3 "	" 115273 "
7899502	"NR_004407 "	" RNU11 "	" RNA, U11 small nuclear "	" 1p35 "	" 26824 "
7899504	"NM_006582 "	" GMEB1 "	" glucocorticoid modulatory element binding protein 1 "	" 1p35.3 "	" 10691 "
7899517	""	""	""	""	""
7899519	"ENST00000474884 "	" YTHDF2 "	" YTH domain family, member 2 "	" 1p35 "	" 51441 "
7899528	"NM_000911 "	" OPRD1 "	" opioid receptor, delta 1 "	" 1p36.1-p34.3 "	" 4985 "
7899534	"NM_001166005 "	" EPB41 "	" erythrocyte membrane protein band 4.1 "	" 1p33-p32 "	" 2035 "
7899560	""	""	""	""	""
7899562	"NM_001195001 "	" PTPRU "	" protein tyrosine phosphatase, receptor type, U "	" 1p35.3 "	" 10076 "
7899595	"ENST00000414532 "	" MATN1-AS1 "	" MATN1 antisense RNA 1 "	" 1p35.2 "	" 100129196 "
7899600	"ENST00000410852 "	" RN7SKP91 "	" RNA, 7SK small nuclear pseudogene 91 "	" --- "	" ---"
7899602	""	""	""	""	""
7899604	"NM_001282566 "	" ZCCHC17 "	" zinc finger, CCHC domain containing 17 "	" 1p35.2 "	" 51538 "
7899615	"NM_001199037 "	" SERINC2 "	" serine incorporator 2 "	" 1p35.1 "	" 347735 "
7899627	"NM_001204414 "	" TINAGL1 "	" tubulointerstitial nephritis antigen-like 1 "	" 1p35.2 "	" 64129 "
7899643	"NM_001525 "	" HCRTR1 "	" hypocretin (orexin) receptor 1 "	" 1p33 "	" 3061 "
7899654	"NM_001271878 "	" KHDRBS1 "	" KH domain containing, RNA binding, signal transduction associated 1 "	" 1p32 "	" 10657 "
7899675	"NM_018056 "	" TMEM39B "	" transmembrane protein 39B "	" 1p35.1 "	" 55116 "
7899688	"NM_012316 "	" KPNA6 "	" karyopherin alpha 6 (importin alpha 7) "	" 1p35.1 "	" 23633 "
7899703	"NM_175852 "	" TXLNA "	" taxilin alpha "	" 1p35.1 "	" 200081 "
7899719	"NM_024296 "	" CCDC28B "	" coiled-coil domain containing 28B "	" 1p36.11-p34.2 "	" 79140 "
7899727	"NM_001160042 "	" IQCC "	" IQ motif containing C "	" 1p36.11-p34.2 "	" 55721 "
7899737	"NM_003757 "	" EIF3I "	" eukaryotic translation initiation factor 3, subunit I "	" 1p34.1 "	" 8668 "
7899750	"NM_032648 "	" FAM167B "	" family with sequence similarity 167, member B "	" 1p35.1 "	" 84734 "
7899753	"NM_001042771 "	" LCK "	" LCK proto-oncogene, Src family tyrosine kinase "	" 1p34.3 "	" 3932 "
7899774	"NM_004964 "	" HDAC1 "	" histone deacetylase 1 "	" 1p34 "	" 3065 "
7899790	"NM_052841 "	" TSSK3 "	" testis-specific serine kinase 3 "	" 1p35-p34 "	" 81629 "
7899795	"ENST00000579362 "	" RN7SL122P "	" RNA, 7SL, cytoplasmic 122, pseudogene "	" --- "	" ---"
7899797	"NM_001040441 "	" ZBTB8A "	" zinc finger and BTB domain containing 8A "	" 1p35.1 "	" 653121 "
7899811	""	""	""	""	""
7899813	"NM_001135255 "	" RBBP4 "	" retinoblastoma binding protein 4 "	" 1p35.1 "	" 5928 "
7899821	"NM_001198972 "	" KIAA1522 "	" KIAA1522 "	" 1p35.1 "	" 57648 "
7899829	"NM_001256121 "	" S100PBP "	" S100P binding protein "	" 1p35.1 "	" 64766 "
7899841	"NM_002143 "	" HPCA "	" hippocalcin "	" 1p35-p34.2 "	" 3208 "
7899849	""	""	""	""	""
7899851	"NM_001293562 "	" AZIN2 "	" antizyme inhibitor 2 "	" 1p35.1 "	" 113451 "
7899870	"NM_152493 "	" ZNF362 "	" zinc finger protein 362 "	" 1p35.1 "	" 149076 "
7899882	"AK021842 "	" ZNF362 "	" zinc finger protein 362 "	" 1p35.1 "	" 149076"
7899884	"NM_145238 "	" ZSCAN20 "	" zinc finger and SCAN domain containing 20 "	" 1p34.3 "	" 7579 "
7899898	"NM_145205 "	" HMGB4 "	" high mobility group box 4 "	" 1p35.1 "	" 127540 "
7899905	"NM_145205 "	" HMGB4 "	" high mobility group box 4 "	" 1p35.1 "	" 127540 "
7899909	"ENST00000364278 "	" RNA5SP42 "	" RNA, 5S ribosomal pseudogene 42 "	" --- "	" ---"
7899911	"NM_001134734 "	" C1orf94 "	" chromosome 1 open reading frame 94 "	" 1p34.3 "	" 84970 "
7899921	"NM_005268 "	" GJB5 "	" gap junction protein, beta 5, 31.1kDa "	" 1p35.1 "	" 2709 "
7899927	"NM_153212 "	" GJB4 "	" gap junction protein, beta 4, 30.3kDa "	" 1p34.3 "	" 127534 "
7899932	"AF052692 "	" GJB3 "	" gap junction protein, beta 3, 31kDa "	" 1p34 "	" 2707 "
7899939	"NM_002060 "	" GJA4 "	" gap junction protein, alpha 4, 37kDa "	" 1p35.1 "	" 2701 "
7899943	"NM_001289088 "	" ZMYM1 "	" zinc finger, MYM-type 1 "	" 1p34.3 "	" 79830 "
7899955	""	""	""	""	""
7899957	"NM_005095 "	" ZMYM4 "	" zinc finger, MYM-type 4 "	" 1p32-p34 "	" 9202 "
7899988	""	""	""	""	""
7899990	"NM_014284 "	" NCDN "	" neurochondrin "	" 1p34.3 "	" 23154 "
7900001	"NM_178548 "	" TFAP2E "	" transcription factor AP-2 epsilon (activating enhancer binding protein 2 epsilon) "	" 1p34.3 "	" 339488 "
7900009	"NM_017629 "	" AGO4 "	" argonaute RISC catalytic component 4 "	" 1p34 "	" 192670 "
7900030	"NM_012199 "	" AGO1 "	" argonaute RISC catalytic component 1 "	" 1p34.3 "	" 26523 "
7900051	"NM_024852 "	" AGO3 "	" argonaute RISC catalytic component 3 "	" 1p34 "	" 192669 "
7900076	"NM_014466 "	" TEKT2 "	" tektin 2 (testicular) "	" 1p34.3 "	" 27285 "
7900087	"NM_017825 "	" ADPRHL2 "	" ADP-ribosylhydrolase like 2 "	" 1p34.3 "	" 54936 "
7900095	"NM_001286365 "	" MAP7D1 "	" MAP7 domain containing 1 "	" 1p34.3 "	" 55700 "
7900119	"NM_005119 "	" THRAP3 "	" thyroid hormone receptor associated protein 3 "	" 1p34.3 "	" 9967 "
7900129	"NM_001162530 "	" SH3D21 "	" SH3 domain containing 21 "	" 1p34.3 "	" 79729 "
7900144	"ENST00000384598 "	" RNU6-636P "	" RNA, U6 small nuclear 636, pseudogene "	" --- "	" ---"
7900146	"NM_025079 "	" ZC3H12A "	" zinc finger CCCH-type containing 12A "	" 1p34.3 "	" 80149 "
7900157	"NM_001030 "	" RPS27 "	" ribosomal protein S27 "	" 1q21 "	" 6232 "
7900159	"NM_003462 "	" DNALI1 "	" dynein, axonemal, light intermediate chain 1 "	" 1p35.1 "	" 7802 "
7900167	"NM_001256875 "	" CDCA8 "	" cell division cycle associated 8 "	" 1p34.3 "	" 55143 "
7900181	""	""	""	""	""
7900183	"NM_001031740 "	" MANEAL "	" mannosidase, endo-alpha-like "	" 1p34.3 "	" 149175 "
7900192	"NM_001142726 "	" C1orf122 "	" chromosome 1 open reading frame 122 "	" 1p34.3 "	" 127687 "
7900197	"ENST00000410350 "	" RNU6-584P "	" RNA, U6 small nuclear 584, pseudogene "	" --- "	" ---"
7900201	"NM_016037 "	" UTP11L "	" UTP11-like, U3 small nucleolar ribonucleoprotein (yeast) "	" 1p34.3 "	" 51118 "
7900212	"ENST00000363926 "	" RNU6-753P "	" RNA, U6 small nuclear 753, pseudogene "	" --- "	" ---"
7900214	"ENST00000363093 "	" RNU6-605P "	" RNA, U6 small nuclear 605, pseudogene "	" --- "	" ---"
7900216	"NM_001136275 "	" AKIRIN1 "	" akirin 1 "	" 1p34.3 "	" 79647 "
7900228	"NM_001184979 "	" NDUFS5 "	" NADH dehydrogenase (ubiquinone) Fe-S protein 5, 15kDa (NADH-coenzyme Q reductase) "	" 1p34.2-p33 "	" 4725 "
7900235	"NM_012090 "	" MACF1 "	" microtubule-actin crosslinking factor 1 "	" 1p32-p31 "	" 23499 "
7900336	""	""	""	""	""
7900340	"NM_181809 "	" BMP8A "	" bone morphogenetic protein 8a "	" 1p34.3 "	" 353500"
7900350	""	""	""	""	""
7900352	"NM_022120 "	" OXCT2 "	" 3-oxoacid CoA transferase 2 "	" 1p34 "	" 64064 "
7900354	"NM_006112 "	" PPIE "	" peptidylprolyl isomerase E (cyclophilin E) "	" 1p32 "	" 10450 "
7900365	"NM_001136493 "	" MFSD2A "	" major facilitator superfamily domain containing 2A "	" 1p34.2 "	" 84879 "
7900382	"NM_001105530 "	" CAP1 "	" CAP, adenylate cyclase-associated protein 1 (yeast) "	" 1p34.2 "	" 10487 "
7900395	"NM_012421 "	" RLF "	" rearranged L-myc fusion "	" 1p32 "	" 6018 "
7900405	"ENST00000384777 "	" RNU6-1237P "	" RNA, U6 small nuclear 1237, pseudogene "	" --- "	" ---"
7900407	""	""	""	""	""
7900409	"NM_001008740 "	" TMCO2 "	" transmembrane and coiled-coil domains 2 "	" 1p34.2 "	" 127391 "
7900413	"NM_005857 "	" ZMPSTE24 "	" zinc metallopeptidase STE24 "	" 1p34 "	" 10269 "
7900426	"NM_001198978 "	" SMAP2 "	" small ArfGAP2 "	" 1p35.3-p34.1 "	" 64744 "
7900438	"NM_023070 "	" ZFP69B "	" ZFP69 zinc finger protein B "	" 1p34.2 "	" 65243 "
7900446	"XM_005270808 "	" ZFP69 "	" ZFP69 zinc finger protein "	" 1p34.2 "	" 339559 "
7900454	"ENST00000358527 "	" EXO5 "	" exonuclease 5 "	" 1p34.2 "	" 64789 "
7900461	"ENST00000493756 "	" ZNF684 "	" zinc finger protein 684 "	" 1p34.2 "	" 127396 "
7900468	"XM_005270895 "	" NFYC "	" nuclear transcription factor Y, gamma "	" 1p32 "	" 4802 "
7900488	"NR_029846 "	" MIR30E "	" microRNA 30e "	" 1p34.2 "	" 407034 "
7900490	"NR_029833 "	" MIR30C1 "	" microRNA 30c-1 "	" 1p34.2 "	" 407031 "
7900492	"NM_004700 "	" KCNQ4 "	" potassium voltage-gated channel, KQT-like subfamily, member 4 "	" 1p34 "	" 9132 "
7900508	"ENST00000477493 "	" RN7SL326P "	" RNA, 7SL, cytoplasmic 326, pseudogene "	" --- "	" ---"
7900510	"NM_001905 "	" CTPS1 "	" CTP synthase 1 "	" 1p34.1 "	" 1503 "
7900531	"NM_007102 "	" GUCA2B "	" guanylate cyclase activator 2B (uroguanylin) "	" 1p34-p33 "	" 2981 "
7900538	""	""	""	""	""
7900540	"NM_173642 "	" RIMKLA "	" ribosomal modification protein rimK-like family member A "	" 1p34.2 "	" 284716 "
7900546	"NM_001287510 "	" PPCS "	" phosphopantothenoylcysteine synthetase "	" 1p34.2 "	" 79717 "
7900555	"NM_001080850 "	" CCDC30 "	" coiled-coil domain containing 30 "	" 1p34.2 "	" 728621 "
7900576	"NM_006347 "	" PPIH "	" peptidylprolyl isomerase H (cyclophilin H) "	" 1p34.1 "	" 10465 "
7900585	"NM_004559 "	" YBX1 "	" Y box binding protein 1 "	" 1p34 "	" 4904 "
7900597	"NM_024097 "	" C1orf50 "	" chromosome 1 open reading frame 50 "	" 1p34.2 "	" 79078 "
7900603	"NM_001242750 "	" LOC100129924 "	" uncharacterized LOC100129924 "	" 1p34.2 "	" 100129924 "
7900609	"NM_001017922 "	" ERMAP "	" erythroblast membrane-associated protein (Scianna blood group) "	" 1p34.2 "	" 114625 "
7900624	"ENST00000372504 "	" ZNF691 "	" zinc finger protein 691 "	" 1p34.2 "	" 51058 "
7900633	"ENST00000384526 "	" RNU6-880P "	" RNA, U6 small nuclear 880, pseudogene "	" --- "	" ---"
7900635	"NM_001101376 "	" FAM183A "	" family with sequence similarity 183, member A "	" 1p34.2 "	" 440585 "
7900639	"NM_001167965 "	" WDR65 "	" WD repeat domain 65 "	" 1p34.2 "	" 149465 "
7900652	"ENST00000362370 "	" RNA5SP46 "	" RNA, 5S ribosomal pseudogene 46 "	" --- "	" ---"
7900654	"NM_144626 "	" TMEM125 "	" transmembrane protein 125 "	" 1p34.2 "	" 128218 "
7900658	"NM_001253357 "	" TIE1 "	" tyrosine kinase with immunoglobulin-like and EGF-like domains 1 "	" 1p34-p33 "	" 7075 "
7900683	"NM_005373 "	" MPL "	" MPL proto-oncogene, thrombopoietin receptor "	" 1p34 "	" 4352 "
7900699	"NM_001255 "	" CDC20 "	" cell division cycle 20 "	" 1p34.1 "	" 991 "
7900710	"ENST00000357658 "	" SZT2 "	" seizure threshold 2 homolog (mouse) "	" 1p34.2 "	" 23334 "
7900792	"NM_002840 "	" PTPRF "	" protein tyrosine phosphatase, receptor type, F "	" 1p34 "	" 5792 "
7900833	"NM_014663 "	" KDM4A "	" lysine (K)-specific demethylase 4A "	" 1p34.1 "	" 9682 "
7900857	"NM_001270459 "	" ST3GAL3 "	" ST3 beta-galactoside alpha-2,3-sialyltransferase 3 "	" 1p34.1 "	" 6487 "
7900876	"ENST00000516392 "	" RNU6-1058P "	" RNA, U6 small nuclear 1058, pseudogene "	" --- "	" ---"
7900878	"NM_001136215 "	" ARTN "	" artemin "	" 1p33-p32 "	" 9048 "
7900888	"NM_014652 "	" IPO13 "	" importin 13 "	" 1p34.1 "	" 9670 "
7900911	"NM_001384 "	" DPH2 "	" DPH2 homolog (S. cerevisiae) "	" 1p34 "	" 1802 "
7900922	"NM_001039457 "	" ATP6V0B "	" ATPase, H+ transporting, lysosomal 21kDa, V0 subunit b "	" 1p32.3 "	" 533 "
7900931	"NM_001005417 "	" B4GALT2 "	" UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2 "	" 1p34-p33 "	" 8704 "
7900944	"NM_152499 "	" CCDC24 "	" coiled-coil domain containing 24 "	" 1p34.1 "	" 149473 "
7900957	"NM_173484 "	" KLF17 "	" Kruppel-like factor 17 "	" 1p34.1 "	" 128209 "
7900962	"NM_001034023 "	" DMAP1 "	" DNA methyltransferase 1 associated protein 1 "	" 1p34 "	" 55929 "
7900977	"ENST00000362515 "	" RNU6-369P "	" RNA, U6 small nuclear 369, pseudogene "	" --- "	" ---"
7900979	"XM_006710735 "	" RNF220 "	" ring finger protein 220 "	" 1p34.1 "	" 55182 "
7900999	"NM_001145636 "	" C1orf228 "	" chromosome 1 open reading frame 228 "	" 1p34.1 "	" 339541 "
7901010	"NM_006845 "	" KIF2C "	" kinesin family member 2C "	" 1p34.1 "	" 11004 "
7901036	""	""	""	""	""
7901038	"NM_001012 "	" RPS8 "	" ribosomal protein S8 "	" 1p34.1-p32 "	" 6202 "
7901046	"NR_000015 "	" SNORD55 "	" small nucleolar RNA, C/D box 55 "	" 1p34.1 "	" 26811 "
7901048	"NR_000024 "	" SNORD46 "	" small nucleolar RNA, C/D box 46 "	" 1p34.1 "	" 94161 "
7901050	"NR_001456 "	" SNORD38A "	" small nucleolar RNA, C/D box 38A "	" 1p34.1 "	" 94162 "
7901052	"NR_001457 "	" SNORD38B "	" small nucleolar RNA, C/D box 38B "	" 1p34.1 "	" 94163 "
7901054	"NM_004073 "	" PLK3 "	" polo-like kinase 3 "	" 1p34.1 "	" 1263 "
7901071	"ENST00000517230 "	" RNA5SP47 "	" RNA, 5S ribosomal pseudogene 47 "	" --- "	" ---"
7901073	"NM_000374 "	" UROD "	" uroporphyrinogen decarboxylase "	" 1p34 "	" 7389 "
7901087	"NM_032756 "	" HPDL "	" 4-hydroxyphenylpyruvate dioxygenase-like "	" 1p34.1 "	" 84842 "
7901091	"NM_025077 "	" TOE1 "	" target of EGR1, member 1 (nuclear) "	" 1p33 "	" 114034 "
7901102	"NM_015506 "	" MMACHC "	" methylmalonic aciduria (cobalamin deficiency) cblC type, with homocystinuria "	" 1p34.1 "	" 25974 "
7901110	"NM_001202413 "	" AKR1A1 "	" aldo-keto reductase family 1, member A1 (aldehyde reductase) "	" 1p33-p32 "	" 10327 "
7901123	"NM_002482 "	" NASP "	" nuclear autoantigenic sperm protein (histone-binding) "	" 1p34.1 "	" 4678 "
7901135	"NM_016486 "	" TMEM69 "	" transmembrane protein 69 "	" 1p34.1 "	" 51249 "
7901140	"NM_015112 "	" MAST2 "	" microtubule associated serine/threonine kinase 2 "	" 1p34.1 "	" 23139 "
7901175	"NM_005727 "	" TSPAN1 "	" tetraspanin 1 "	" 1p34.1 "	" 10103 "
7901187	"NM_001013615 "	" LURAP1 "	" leucine rich adaptor protein 1 "	" 1p34 "	" 541468 "
7901192	"NM_001142548 "	" RAD54L "	" RAD54-like (S. cerevisiae) "	" 1p32 "	" 8438 "
7901212	"NM_006004 "	" UQCRH "	" ubiquinol-cytochrome c reductase hinge protein "	" 1p34.1 "	" 7388 "
7901219	"NM_001256127 "	" NSUN4 "	" NOP2/Sun domain family, member 4 "	" 1p34 "	" 387338 "
7901227	""	""	""	""	""
7901229	"NM_001441 "	" FAAH "	" fatty acid amide hydrolase "	" 1p35-p34 "	" 2166 "
7901247	"NM_147192 "	" DMBX1 "	" diencephalon/mesencephalon homeobox 1 "	" 1p33 "	" 127343 "
7901253	"NM_001145474 "	" TEX38 "	" testis expressed 38 "	" 1p33 "	" 374973 "
7901256	"NM_000779 "	" CYP4B1 "	" cytochrome P450, family 4, subfamily B, polypeptide 1 "	" 1p33 "	" 1580 "
7901272	"NM_178033 "	" CYP4X1 "	" cytochrome P450, family 4, subfamily X, polypeptide 1 "	" 1p33|1 "	" 260293 "
7901287	"NM_178134 "	" CYP4Z1 "	" cytochrome P450, family 4, subfamily Z, polypeptide 1 "	" 1p33 "	" 199974 "
7901293	"NM_001010969 "	" CYP4A22 "	" cytochrome P450, family 4, subfamily A, polypeptide 22 "	" 1p33 "	" 284541 "
7901299	"ENST00000371870 "	" CMPK1 "	" cytidine monophosphate (UMP-CMP) kinase 1, cytosolic "	" 1p32 "	" 51727 "
7901309	"NM_012186 "	" FOXE3 "	" forkhead box E3 "	" 1p32 "	" 2301 "
7901311	"NM_004474 "	" FOXD2 "	" forkhead box D2 "	" 1p34-p32 "	" 2306 "
7901314	""	""	""	""	""
7901316	"NM_001011547 "	" SLC5A9 "	" solute carrier family 5 (sodium/sugar cotransporter), member 9 "	" 1p33 "	" 200010 "
7901334	"ENST00000383973 "	" RNU6-723P "	" RNA, U6 small nuclear 723, pseudogene "	" --- "	" ---"
7901336	"NM_001206864 "	" STRADB "	" STE20-related kinase adaptor beta "	" 2q33.1 "	" 55437 "
7901338	"ENST00000411243 "	" RNU4-61P "	" RNA, U4 small nuclear 61, pseudogene "	" --- "	" ---"
7901340	""	""	""	""	""
7901342	"NM_001144774 "	" ELAVL4 "	" ELAV like neuron-specific RNA binding protein 4 "	" 1p34 "	" 1996 "
7901357	""	""	""	""	""
7901359	"ENST00000384465 "	" RNU6-1026P "	" RNA, U6 small nuclear 1026, pseudogene "	" --- "	" ---"
7901361	""	""	""	""	""
7901363	"NM_078626 "	" CDKN2C "	" cyclin-dependent kinase inhibitor 2C (p18, inhibits CDK4) "	" 1p32 "	" 1031 "
7901374	""	""	""	""	""
7901376	"NM_014372 "	" RNF11 "	" ring finger protein 11 "	" 1p32 "	" 26994 "
7901383	"ENST00000383868 "	" RNU6-877P "	" RNA, U6 small nuclear 877, pseudogene "	" --- "	" ---"
7901385	"ENST00000371714 "	" OSBPL9 "	" oxysterol binding protein-like 9 "	" 1p32.3 "	" 114883 "
7901416	"ENST00000578661 "	" RN7SL290P "	" RNA, 7SL, cytoplasmic 290, pseudogene "	" --- "	" ---"
7901418	"NM_001136497 "	" BTF3L4 "	" basic transcription factor 3-like 4 "	" 1p32.3 "	" 91408 "
7901426	"NM_004799 "	" ZFYVE9 "	" zinc finger, FYVE domain containing 9 "	" 1p32.3 "	" 9372 "
7901443	"ENST00000460504 "	" RN7SL788P "	" RNA, 7SL, cytoplasmic 788, pseudogene "	" --- "	" ---"
7901445	""	""	""	""	""
7901447	"NM_032864 "	" PRPF38A "	" pre-mRNA processing factor 38A "	" 1p32.3 "	" 84950 "
7901460	"NM_015696 "	" GPX7 "	" glutathione peroxidase 7 "	" 1p32 "	" 2882 "
7901466	"NM_001042693 "	" FAM159A "	" family with sequence similarity 159, member A "	" 1p32.3 "	" 348378 "
7901477	"ENST00000498506 "	" RN7SL62P "	" RNA, 7SL, cytoplasmic 62, pseudogene "	" --- "	" ---"
7901479	"NM_024646 "	" ZYG11B "	" zyg-11 family member B, cell cycle regulator "	" 1p32.3 "	" 79699 "
7901495	""	""	""	""	""
7901497	"NM_001004339 "	" ZYG11A "	" zyg-11 family member A, cell cycle regulator "	" 1p32.3 "	" 440590 "
7901513	"NM_001007098 "	" SCP2 "	" sterol carrier protein 2 "	" 1p32 "	" 6342 "
7901535	"NM_001199080 "	" PODN "	" podocan "	" 1p32.3 "	" 127435 "
7901549	"NM_000098 "	" CPT2 "	" carnitine palmitoyltransferase 2 "	" 1p32 "	" 1376 "
7901557	"NM_033067 "	" DMRTB1 "	" DMRT-like family B with proline-rich C-terminal, 1 "	" 1p32.3 "	" 63948 "
7901563	""	""	""	""	""
7901565	"NM_000792 "	" DIO1 "	" deiodinase, iodothyronine, type I "	" 1p33-p32 "	" 1733 "
7901577	"NM_001256409 "	" LRRC42 "	" leucine rich repeat containing 42 "	" 1p33-p32.1 "	" 115353 "
7901592	"ENST00000371331 "	" TCEANC2 "	" transcription elongation factor A (SII) N-terminal and central domain containing 2 "	" 1p32.3 "	" 127428 "
7901601	"NM_016491 "	" MRPL37 "	" mitochondrial ribosomal protein L37 "	" 1p32.1 "	" 51253 "
7901611	"NR_103541 "	" SSBP3-AS1 "	" SSBP3 antisense RNA 1 "	" 1p32.3 "	" 619518 "
7901613	"NM_015547 "	" ACOT11 "	" acyl-CoA thioesterase 11 "	" 1p32.3 "	" 26027 "
7901634	"NM_001039464 "	" MROH7 "	" maestro heat-like repeat family member 7 "	" 1p32.3 "	" 374977 "
7901662	"NM_004623 "	" TTC4 "	" tetratricopeptide repeat domain 4 "	" 1p32.3 "	" 7268 "
7901675	"NM_001110533 "	" C1orf177 "	" chromosome 1 open reading frame 177 "	" 1p32.3 "	" 163747 "
7901687	"NM_182532 "	" TMEM61 "	" transmembrane protein 61 "	" 1p32.3 "	" 199964 "
7901691	"NM_057176 "	" BSND "	" barttin CLCNK-type chloride channel accessory beta subunit "	" 1p32.1 "	" 7809 "
7901696	"NM_174936 "	" PCSK9 "	" proprotein convertase subtilisin/kexin type 9 "	" 1p32.3 "	" 255738 "
7901710	""	""	""	""	""
7901712	"ENST00000516353 "	" RNU6-830P "	" RNA, U6 small nuclear 830, pseudogene "	" --- "	" ---"
7901714	""	""	""	""	""
7901720	"NM_006252 "	" PRKAA2 "	" protein kinase, AMP-activated, alpha 2 catalytic subunit "	" 1p31 "	" 5563 "
7901732	"NM_000562 "	" C8A "	" complement component 8, alpha polypeptide "	" 1p32 "	" 731 "
7901744	""	""	""	""	""
7901746	""	""	""	""	""
7901748	"NM_001113411 "	" FGGY "	" FGGY carbohydrate kinase domain containing "	" 1p32.1 "	" 55277 "
7901765	"NM_015888 "	" HOOK1 "	" hook microtubule-tethering protein 1 "	" 1p32.1 "	" 51361 "
7901788	"NM_001134673 "	" NFIA "	" nuclear factor I/A "	" 1p31.3-p31.2 "	" 4774 "
7901802	"NR_073400 "	" MGC34796 "	" sepiapterin reductase (7,8-dihydrobiopterin:NADP+ oxidoreductase) pseudogene "	" 1p32 "	" 414927 "
7901804	"NM_176877 "	" INADL "	" InaD-like (Drosophila) "	" 1p31.3 "	" 10207 "
7901852	"ENST00000363705 "	" RNU6-414P "	" RNA, U6 small nuclear 414, pseudogene "	" --- "	" ---"
